song_name,language,genre,vae_cluster,pca_cluster,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7
English_Rock_35,English,Rock,3,1,0.5493574,-0.032274373,1.2618332,0.66326326,0.86920124,1.152483,-0.40456867,-0.37210083
English_Pop_36,English,Pop,3,1,0.64139676,-0.53338015,1.0440452,-0.6685519,0.004711207,1.1481038,-0.2038674,-0.50875914
English_Rock_37,English,Rock,3,1,-0.4188274,0.7806375,1.3120896,0.4819779,0.6806131,0.50877076,-0.6474885,0.69294286
English_Pop_38,English,Pop,3,1,0.20970929,-0.5455012,1.005636,0.95578355,0.578622,1.4817272,-0.37267286,-0.52831995
English_Rock_39,English,Rock,3,1,-0.0018321536,-0.9335762,0.56167287,-2.7113736,-1.1629246,1.335845,-1.4180671,1.7462782
English_Pop_40,English,Pop,3,1,2.5903597,-1.6093383,2.2872348,2.0569708,-3.6735406,-0.785079,1.6642019,0.1952385
English_Rock_41,English,Rock,1,1,0.19598639,0.63173103,1.76097,0.69705516,2.5105207,1.7880964,-1.4912459,2.901658
English_Pop_42,English,Pop,3,1,-0.19233485,0.44524127,0.5771332,0.21949962,-0.51820916,-1.296797,1.0013049,0.45572326
English_Rock_43,English,Rock,3,1,-2.4944367,0.078480296,1.3030323,1.8668878,0.008880671,2.5086687,0.5775541,-0.6452862
English_Pop_44,English,Pop,1,0,1.8074124,1.5178216,0.72921515,0.09643652,3.3949795,-1.9985466,0.08743565,0.2690924
English_Rock_45,English,Rock,3,1,-0.43484786,0.6050707,1.8172598,0.5596275,0.002411183,0.9697592,-0.69043773,0.45095107
English_Pop_46,English,Pop,3,1,-0.35643157,-0.13718066,1.0051774,-0.16798112,-0.29154217,0.7582205,-0.2565987,-0.1302021
English_Rock_47,English,Rock,3,1,-0.7216683,1.6564684,0.9776188,-0.042554885,-0.087403536,-0.6041608,-1.0365596,0.049552597
English_Pop_48,English,Pop,3,1,0.09227121,-0.07373602,1.299313,0.35559672,-0.10738605,0.85647166,0.26388597,-0.4780232
English_Rock_49,English,Rock,3,1,0.3863673,-0.9253254,0.58759713,-2.40867,-1.0237333,0.9340562,-1.1623471,1.4239373
English_Pop_50,English,Pop,3,1,1.6507103,-0.029547252,2.3329403,2.1014073,-2.077107,-0.35468316,1.1918975,0.653847
English_Rock_51,English,Rock,1,1,0.39520398,0.316668,1.0161421,-0.12194542,2.296879,1.3373384,-1.7387556,3.525468
English_Pop_52,English,Pop,2,1,0.2987292,0.064400665,-0.33997372,0.097723864,-1.2297319,-2.4832056,0.69564235,-0.37212557
English_Rock_53,English,Rock,3,1,-2.2835832,-0.15913725,1.0253575,1.3296105,-0.38023233,2.5103323,1.3161347,-0.9622816
English_Pop_54,English,Pop,1,0,2.7513635,1.7311051,-0.12400147,-0.357312,3.911104,-1.7141843,-0.12176075,-1.1253307
English_Rock_55,English,Rock,3,1,0.28473142,0.10347941,1.0481666,0.0693213,-0.10185784,0.07385651,-0.12595658,-0.27025452
English_Pop_56,English,Pop,3,1,1.0583472,-1.511944,0.88680637,-0.34759638,-0.68164235,0.90779185,-0.24457274,-0.12866962
English_Rock_57,English,Rock,3,1,-0.5331097,1.8480761,1.0556525,0.2506942,0.18866676,-0.60195684,-0.8739571,0.3588427
English_Pop_58,English,Pop,3,1,-0.29948798,-0.8342196,0.30647728,0.7392097,0.015592929,0.33295476,0.32508022,-0.95537007
English_Rock_59,English,Rock,3,1,0.23626295,-0.99827695,0.44010442,-2.6156948,-1.0550512,1.2630954,-1.5897893,1.5825171
English_Pop_60,English,Pop,3,1,1.6929259,-0.95637894,2.1559,1.588383,-3.1322415,-0.47607446,1.416242,0.8201754
English_Rock_61,English,Rock,1,1,0.13870236,0.60422146,1.5668442,0.89391965,2.851005,0.96452534,-1.0886402,3.144015
English_Pop_62,English,Pop,3,1,0.36716914,-1.3365352,0.59799635,0.24955261,0.105918705,0.14800578,-0.3136065,-0.41965356
English_Rock_63,English,Rock,3,1,-2.2784007,0.139142,1.3772473,1.392743,0.05880701,2.141423,0.7451512,-0.75749433
English_Pop_64,English,Pop,1,0,2.1254172,1.4787035,0.5869056,0.21779567,3.809468,-2.097965,-0.26741013,-0.39392212
English_Rock_65,English,Rock,3,1,-0.46513805,0.5646743,0.47635588,-0.17320472,0.397946,-0.9441004,0.08029772,0.6848755
English_Pop_66,English,Pop,3,1,1.0447203,-0.3071618,1.2917452,0.0048416182,-0.8692275,0.18269098,0.28876054,0.38504317
English_Rock_67,English,Rock,3,1,-0.030161243,1.0066622,1.0498157,-0.12937677,0.3726356,0.5146524,-1.1008716,0.5411035
English_Pop_68,English,Pop,3,1,-0.5673379,0.87892205,0.20873767,-0.09545323,-0.31908137,0.8353955,0.6501039,-1.0126933
English_Rock_69,English,Rock,3,1,0.3337857,-1.1679227,-0.02269423,-3.75818,-1.057264,1.7477239,-1.8772379,1.8752662
English_Pop_70,English,Pop,3,1,2.0199902,-1.2180458,2.1121283,1.3173536,-3.1554844,-0.10686741,1.3258243,0.5727037
English_Rock_71,English,Rock,1,1,0.08706644,0.34018975,1.5307887,0.49445567,2.5919213,1.6484488,-1.7046304,3.3618042
English_Pop_72,English,Pop,3,1,0.5655111,0.6372144,0.6067842,-0.41132265,0.099561274,0.24826863,-0.43515784,0.8301654
English_Rock_73,English,Rock,3,1,-1.740674,0.64539367,0.6369183,0.5610463,-0.5535404,1.0463471,0.314277,-0.5846398
English_Pop_74,English,Pop,1,0,2.4923997,1.9633255,0.15915838,-0.28849024,3.3770497,-1.7954742,-0.56092227,-1.2030348
English_Rock_75,English,Rock,3,1,-0.046288904,0.37555897,1.2248371,-0.39959973,0.43805882,0.96021223,-0.65623057,0.30052662
English_Pop_76,English,Pop,3,1,-0.01586565,-0.49946266,1.0951165,-1.2486594,-0.040012065,1.7837538,-0.5879675,0.00908877
English_Rock_77,English,Rock,3,1,-0.0655587,1.6954271,0.3203668,-0.58177024,0.19773602,-0.62933767,-1.3506905,0.06568865
English_Pop_78,English,Pop,3,1,-0.68195,-0.869715,0.7617959,0.5824263,0.46626157,0.6812657,-0.25618112,-0.8289858
English_Rock_79,English,Rock,3,1,0.3020109,-1.1158339,0.5808958,-2.6761987,-1.3766559,1.5021739,-1.1903664,1.4514397
English_Pop_80,English,Pop,3,1,2.0492783,-1.0237079,2.2624962,1.62465,-3.250866,-0.27199298,1.5415549,0.82339823
English_Rock_81,English,Rock,1,1,-0.03338888,0.77983725,1.915532,0.9458516,2.814899,1.6000354,-1.2801725,3.1586442
English_Pop_82,English,Pop,3,1,0.2676349,0.53980887,0.88939404,-0.30490956,-0.037387554,0.3014414,0.17434238,-0.6533506
English_Rock_83,English,Rock,3,1,-2.6738741,0.46409592,1.2984325,1.2262133,-0.37437356,1.7776842,0.7609448,-0.61595917
English_Pop_84,English,Pop,1,0,2.188264,2.116361,0.27149823,-0.016513892,3.4327714,-1.6136215,-0.8205466,-0.45551512
English_Rock_85,English,Rock,3,1,-0.9201062,0.11141465,1.731614,1.3424965,0.32126576,1.5044446,-0.8657406,-0.0747354
English_Pop_86,English,Pop,3,1,0.2249051,-0.115214,1.0288193,-0.8693533,0.07262081,0.91179574,-0.5829729,-0.28844222
English_Rock_87,English,Rock,3,1,-0.3505665,1.3449736,0.89184475,0.13249022,0.5866055,-0.68456376,-0.8003115,0.6054176
English_Pop_88,English,Pop,3,1,-0.43673196,-0.17100668,1.076987,-0.002977945,-0.3320135,1.9396611,0.21388857,-0.6564076
English_Rock_89,English,Rock,3,1,0.28263727,-0.85897446,0.29772654,-3.074925,-1.4172541,1.7058394,-1.4628063,1.4595636
English_Pop_90,English,Pop,3,1,2.1021476,-0.8125672,2.149641,0.97561103,-2.319579,-0.31288284,1.4998919,1.0363252
English_Rock_91,English,Rock,1,1,0.04696742,0.4945905,1.4505521,0.40414998,2.6465414,1.5869595,-1.751357,3.312116
English_Pop_92,English,Pop,3,1,-0.70114356,0.30044076,0.30599484,-0.4401414,-0.14234382,-0.34809488,-0.6986516,1.0281957
English_Rock_93,English,Rock,3,1,-1.4359207,0.31728384,0.5737206,0.7126375,-1.2337036,0.88915455,0.790602,-0.9196322
English_Pop_94,English,Pop,1,0,2.6683943,1.929499,0.44664344,0.12448763,3.5879505,-1.8094375,-0.7722816,-0.7070621
English_Rock_95,English,Rock,3,1,1.0226476,-0.036225773,0.9166349,-1.0748514,-0.34197044,0.37993252,-0.33448893,0.07491228
English_Pop_96,English,Pop,3,1,1.3834274,-0.986838,1.4480536,-1.2525033,-0.8250459,-0.17164063,0.8306996,0.3345159
English_Rock_97,English,Rock,3,1,-0.4811003,0.4569558,1.1175191,-0.15089694,-0.153858,0.8595675,-0.5755501,-0.11373572
English_Pop_98,English,Pop,3,1,0.24240696,0.05192121,1.1020851,-0.39113393,-0.40499347,0.51214206,0.105120555,-0.1866245
English_Rock_99,English,Rock,3,1,0.087320805,-0.8585909,0.20971711,-3.0168443,-0.74657226,1.2100699,-1.786073,1.4485456
Bangla_Rabindra_0,Bangla,Rabindra,0,1,2.042563,-0.6694559,-0.7562624,0.5789694,1.4463902,-1.541752,1.7307523,-2.1613991
Bangla_Modern_1,Bangla,Modern,0,1,0.12341806,2.283113,-0.53652,-0.9118131,-1.4282817,-0.70263696,-1.550152,-1.5351493
Bangla_Rabindra_2,Bangla,Rabindra,2,1,-0.5297566,0.8128015,1.030891,0.3407681,0.22640795,-2.2678807,0.7503774,1.3711278
Bangla_Modern_3,Bangla,Modern,0,1,1.4423507,2.8126512,-1.9155664,-0.16862473,-1.1513329,-1.4118125,-1.4492844,-3.197139
Bangla_Rabindra_4,Bangla,Rabindra,2,1,-0.8292694,-0.63164794,-2.997154,0.15118408,2.030686,-1.0375475,2.3015852,-2.331635
Bangla_Modern_5,Bangla,Modern,2,3,-0.6041413,-2.8365784,-1.3236163,-2.0878441,-0.2846868,-2.4661436,0.8203399,2.6913075
Bangla_Rabindra_6,Bangla,Rabindra,3,1,0.16266419,-0.91467667,1.3583227,0.6016037,0.40318662,1.7157593,-0.7223466,0.030640706
Bangla_Modern_7,Bangla,Modern,1,2,0.2293084,-2.7806704,0.17589639,4.3215866,1.7660862,0.902166,-0.74647605,-1.4593601
Bangla_Rabindra_8,Bangla,Rabindra,2,1,-2.7269235,2.0020444,-2.598901,-1.8084071,-2.3125713,-1.1961641,-0.43479824,-0.137184
Bangla_Modern_9,Bangla,Modern,3,1,-1.2405399,0.4022525,-0.80977106,0.9136044,-0.22420737,2.2736394,2.1934433,-2.6330655
Bangla_Rabindra_10,Bangla,Rabindra,3,1,0.50550663,-0.089936115,-0.24146318,0.101522215,-0.5116769,-0.1569651,0.45545274,-1.1060423
Bangla_Modern_11,Bangla,Modern,3,1,-0.34023073,0.9711435,1.0009716,-0.21098655,-0.13900256,-0.24550524,0.34763336,-0.211907
Bangla_Rabindra_12,Bangla,Rabindra,3,1,-0.1557025,0.02898296,-0.087703645,-0.8432653,-0.6545673,-0.67319,-0.46203697,0.8166183
Bangla_Modern_13,Bangla,Modern,0,1,3.05359,0.5583163,-0.9430417,0.57600963,-0.81651527,0.3591475,-0.21348552,-3.4635837
Bangla_Rabindra_14,Bangla,Rabindra,2,1,-1.3089557,0.3394006,-2.962421,0.09463828,2.5379825,-1.8057429,2.1013253,-1.4210849
Bangla_Modern_15,Bangla,Modern,2,3,-0.8830248,-2.2493825,-1.2370105,-2.3127198,-0.51725316,-3.3721588,1.387755,3.2933335
Bangla_Rabindra_16,Bangla,Rabindra,2,1,-0.52703434,0.6768466,1.0009459,0.4804115,0.5728426,-2.6731393,1.1243249,1.7654054
Bangla_Modern_17,Bangla,Modern,1,2,0.060176883,-2.9923408,-0.42517987,4.478521,2.0251582,1.2955451,-0.48017395,-1.9578844
Bangla_Rabindra_18,Bangla,Rabindra,2,1,-1.1279651,2.178197,-1.8944757,-1.860336,-2.159875,-1.0936738,-1.5199511,-0.5492728
Bangla_Modern_19,Bangla,Modern,3,1,-0.99125504,0.65134186,-1.0894294,0.6358674,-0.48951128,1.88504,1.8938204,-2.6557028
Bangla_Rabindra_20,Bangla,Rabindra,2,1,-2.1271393,0.23407781,-1.158003,-0.64215297,0.383173,-2.288458,-0.016175568,1.8295184
Bangla_Modern_21,Bangla,Modern,0,1,0.89242375,-0.1469444,-1.7354116,0.18030015,-3.3644485,-2.1261683,0.5718332,-2.0803769
Bangla_Rabindra_22,Bangla,Rabindra,3,1,-0.043585476,-0.1759848,0.3819379,-0.7830724,0.56673706,0.13245216,-0.11651961,0.29286557
Bangla_Modern_23,Bangla,Modern,0,1,3.1285825,0.6899651,-1.1622916,1.0818523,-1.3383894,0.55868757,-0.5894718,-3.6658113
Bangla_Rabindra_24,Bangla,Rabindra,2,1,-2.6310356,-0.12142042,-3.7900147,-0.0074315295,2.1425993,-2.123865,2.5202138,-1.6043376
Bangla_Modern_25,Bangla,Modern,2,3,0.9543028,-4.024119,-0.75090265,-2.1119063,-0.59311706,-1.9022356,0.6779106,2.4876893
Bangla_Rabindra_26,Bangla,Rabindra,1,1,-0.76822007,-0.19291711,-0.20445344,0.10192757,2.591979,-1.3122236,-0.23037662,2.7257159
Bangla_Modern_27,Bangla,Modern,1,2,1.1202632,-1.7469022,0.14756702,4.124962,3.1032104,0.41960797,-0.7044824,-1.2222639
Bangla_Rabindra_28,Bangla,Rabindra,2,1,-2.6499949,2.5417614,-1.7171261,-1.1842993,-0.97079265,-2.6172626,-0.5248094,0.32377842
Bangla_Modern_29,Bangla,Modern,3,1,-0.030937102,-1.1165566,0.9283252,0.83097005,0.03016245,1.7612216,-0.24051253,-1.1686376
Bangla_Rabindra_30,Bangla,Rabindra,2,1,-2.1361501,1.0988969,-0.8453094,-0.470368,0.31195232,-1.5340174,-0.760124,1.5962605
Bangla_Modern_31,Bangla,Modern,0,1,2.5261197,-3.02766,-1.2048551,1.2696017,-1.5425998,-3.820443,2.1286314,-2.2910073
Bangla_Rabindra_32,Bangla,Rabindra,3,1,0.34845623,-0.10493816,1.5382359,0.33455533,-0.22949398,1.2388933,-0.60857505,0.3181948
Bangla_Modern_33,Bangla,Modern,0,1,3.0590594,0.9589442,-1.1843,0.71434444,-1.1028025,0.5151378,-0.75545406,-3.7576845
Bangla_Rabindra_34,Bangla,Rabindra,2,1,-2.5446143,-0.9261805,-2.587192,0.95318836,1.3550385,-1.4143053,2.220311,-0.7253858
Bangla_Modern_35,Bangla,Modern,2,3,0.84236336,-3.6831763,-0.58613026,-2.5479276,-0.894139,-1.3808727,0.6466709,2.813214
Bangla_Rabindra_36,Bangla,Rabindra,2,1,-1.9376867,0.6304672,-0.91809094,-0.8556387,1.1430271,-2.4140632,-0.47805482,1.7770137
Bangla_Modern_37,Bangla,Modern,1,2,-0.65972257,-1.3752027,-0.08242676,3.9696558,1.7670437,2.3673334,0.26691556,-1.541683
Bangla_Rabindra_38,Bangla,Rabindra,2,1,-2.4776258,1.785659,-1.4460403,-0.8861802,-1.1512941,-1.8537713,-0.43106037,0.061282486
Bangla_Modern_39,Bangla,Modern,0,1,-1.7205927,2.7897806,-1.5329075,0.07166592,-2.643413,0.7644987,0.2087275,-2.1202662
Bangla_Rabindra_40,Bangla,Rabindra,2,1,-0.78677946,0.51996833,-0.3049445,-0.8387063,-0.20730865,-0.8687876,-0.6044153,1.2609125
Bangla_Modern_41,Bangla,Modern,0,1,0.6372961,-0.6443105,-0.16888168,0.47059748,-1.6156384,-4.3699756,0.3165043,-1.8142123
Bangla_Rabindra_42,Bangla,Rabindra,2,1,0.079164475,1.1031448,1.7782536,0.95740694,1.3459414,-3.0832593,1.7483231,2.2958016
Bangla_Modern_43,Bangla,Modern,0,1,2.22536,1.3304434,-0.81528854,0.8097499,-1.6621569,0.16808814,-0.7018739,-3.4440758
Bangla_Rabindra_44,Bangla,Rabindra,2,1,-2.313128,-0.26122457,-2.9817042,0.052535243,2.052607,-2.1229663,2.5177524,-0.6467855
Bangla_Modern_45,Bangla,Modern,2,3,-1.585541,-3.763094,-2.7081478,-2.408169,1.2348615,-1.7065898,0.12896855,3.7472665
Bangla_Rabindra_46,Bangla,Rabindra,3,1,-0.28594717,0.018410735,1.2298679,0.122004576,0.6794966,1.2055893,-0.6119387,0.042383887
Bangla_Modern_47,Bangla,Modern,3,2,-0.521359,-0.64744437,0.39653996,0.3693588,0.28656566,-1.0006588,0.67444366,1.0992349
Bangla_Rabindra_48,Bangla,Rabindra,0,1,1.2745408,0.4973366,-1.6988549,-1.2440867,-0.36049628,-0.8360529,-0.40207082,-1.289453
Bangla_Modern_49,Bangla,Modern,3,1,-1.6715126,0.3151698,0.57426333,1.1839021,-0.3482405,1.5015156,1.2470179,-1.290151
Bangla_Rabindra_50,Bangla,Rabindra,3,1,1.0310985,-1.1136539,1.0221355,0.41311797,-0.06942129,1.3269792,0.20488502,-0.58947635
Bangla_Modern_51,Bangla,Modern,3,1,-0.06844178,-0.6111427,0.4577007,-0.98969835,-2.0785692,-1.2666126,-0.015453652,0.34020317
Bangla_Rabindra_52,Bangla,Rabindra,3,1,1.4441296,-1.4103773,0.13648947,-0.30034557,0.3629502,-1.572604,0.19348533,-0.38334557
Bangla_Modern_53,Bangla,Modern,0,1,1.3503807,2.5302799,-0.9570457,0.29585603,-1.7030839,-0.91045034,-1.5580322,-3.393308
Bangla_Rabindra_54,Bangla,Rabindra,2,1,-1.9924481,-0.20169687,-2.4508932,0.43354234,1.4714991,-1.037826,1.8550767,-0.9597372
Bangla_Modern_55,Bangla,Modern,2,3,-1.0579169,-3.249259,-1.9498725,-2.7877257,-0.21716553,-2.7616107,0.63335663,3.4443805
Bangla_Rabindra_56,Bangla,Rabindra,3,1,-0.08981514,0.31080168,1.162303,0.29178217,0.010188159,-1.9510324,1.1464051,1.0578438
Bangla_Modern_57,Bangla,Modern,1,2,0.94327676,-2.7968807,0.97278345,5.0731826,2.4932797,1.2703935,-1.4690732,0.004384786
Bangla_Rabindra_58,Bangla,Rabindra,2,1,-2.6267498,2.05956,-2.485297,-1.9017997,-1.682381,-1.8862143,-0.3777799,0.33730885
Bangla_Modern_59,Bangla,Modern,3,1,-0.6506445,0.29146764,-0.9049741,0.24331617,-0.57637304,1.132977,1.5091294,-1.857433
Bangla_Rabindra_60,Bangla,Rabindra,2,1,-1.4419072,1.4211943,-0.92678857,-0.6256008,-0.74977493,-1.1535133,-0.5378608,-0.017035395
Bangla_Modern_61,Bangla,Modern,2,1,-0.6017301,-1.6703461,0.0643667,0.87934023,-1.6233655,-2.3796723,0.42084283,-0.40532494
Bangla_Rabindra_62,Bangla,Rabindra,3,1,-0.43516544,0.49764726,0.094292164,-0.39812276,0.5739679,-0.3261916,-0.5849398,0.74377453
Bangla_Modern_63,Bangla,Modern,0,1,2.2031357,0.626423,-1.41116,0.5776941,-2.3649423,0.08007523,-0.60966957,-3.6525881
Bangla_Rabindra_64,Bangla,Rabindra,2,1,0.39867863,-1.6034054,-2.7895854,0.27689943,2.2545118,-2.7417302,2.865062,-2.816477
Bangla_Modern_65,Bangla,Modern,2,3,1.2331575,-4.6074,-1.2134044,-1.1983643,-0.5695092,-2.9720874,1.0259411,1.246363
Bangla_Rabindra_66,Bangla,Rabindra,3,1,-0.6435581,1.3572919,0.88146734,0.45414004,0.69291043,-1.8864025,0.22244377,1.0604671
Bangla_Modern_67,Bangla,Modern,1,2,0.5306757,-2.5803263,-0.13017368,4.830886,3.3220825,0.96568966,-0.90140873,-1.198315
Bangla_Rabindra_68,Bangla,Rabindra,2,1,-1.7955357,2.0651665,-2.6797276,-3.1510675,-1.852852,-0.7923097,-2.1438432,0.17915003
Bangla_Modern_69,Bangla,Modern,3,1,-1.7950029,0.7643,-0.7037451,0.56810576,-0.26130396,2.2317855,2.1217346,-2.2742212
Bangla_Rabindra_70,Bangla,Rabindra,3,1,0.5825552,0.5648972,0.67734265,-0.56920004,-1.0221952,0.7267052,0.025443673,-0.5365808
Bangla_Modern_71,Bangla,Modern,0,1,2.4609883,-2.545882,-0.4355195,1.1920292,-0.84508306,-3.1721516,1.3067946,-2.0834515
Bangla_Rabindra_72,Bangla,Rabindra,2,1,-0.3786436,0.30054358,0.2506721,0.28830826,0.44237196,-2.1769392,1.1821368,0.72651017
Bangla_Modern_73,Bangla,Modern,0,1,1.3827976,2.8724568,-1.6326767,0.53514177,-1.8553694,-1.9118408,-2.2000744,-4.0878096
Bangla_Rabindra_74,Bangla,Rabindra,2,1,0.5685185,-1.6420399,-2.3369708,0.5658387,1.8229293,-2.5094304,2.7302504,-2.4554985
Bangla_Modern_75,Bangla,Modern,2,3,0.14406303,-4.788808,-1.57968,-0.94957465,-0.36610013,-2.8427656,0.60543483,1.2858887
Bangla_Rabindra_76,Bangla,Rabindra,3,1,0.047296215,0.5310738,0.4773567,-0.7487109,0.44439882,0.29528058,-0.5062507,0.10951311
Bangla_Modern_77,Bangla,Modern,1,2,0.39812663,-2.1660404,-0.07082659,4.786857,2.2751622,1.8985213,-0.6746869,-1.7476271
Bangla_Rabindra_78,Bangla,Rabindra,2,1,-2.6983082,2.377088,-1.8312508,-1.1059614,-1.4026045,-2.2101557,-0.37669116,0.121959895
Bangla_Modern_79,Bangla,Modern,3,1,-1.2724378,0.4340275,0.70223975,1.3268908,0.86081517,2.2687657,0.99325854,-0.8782561
Bangla_Rabindra_80,Bangla,Rabindra,3,1,-0.5361118,-0.086459644,1.0439516,0.1577371,0.33979607,1.252831,-0.63492155,-0.43912676
Bangla_Modern_81,Bangla,Modern,2,1,-0.9352113,1.1689419,1.4794295,0.80711025,-0.3315881,-3.8178318,1.8269972,2.0002832
Bangla_Rabindra_82,Bangla,Rabindra,3,1,1.6024544,-0.19637054,0.7899692,0.40051773,0.834992,-0.50663674,0.1258002,-0.49333224
Bangla_Modern_83,Bangla,Modern,0,1,2.9836261,0.7963363,-1.3155588,0.93948025,-1.7213727,0.23851857,-0.5532055,-3.833456
Bangla_Rabindra_84,Bangla,Rabindra,2,1,-2.3672848,-0.2807656,-2.9460425,-0.22749361,1.9241782,-1.4941207,2.038823,-0.50614095
Bangla_Modern_85,Bangla,Modern,2,3,-1.936844,-2.3391273,-2.2173402,-2.797763,0.19560045,-3.2598011,0.86381716,3.628809
Bangla_Rabindra_86,Bangla,Rabindra,3,1,0.11118777,0.29785112,0.6194347,-0.66148424,-1.1474861,0.566334,0.33622766,0.060790293
Bangla_Modern_87,Bangla,Modern,1,2,0.61219215,-1.9774983,0.3373448,3.6945345,1.468031,2.5343242,-0.90631485,-1.1945161
Bangla_Rabindra_88,Bangla,Rabindra,2,1,-2.0559747,1.6730465,-1.8498759,-1.0947304,-2.1006083,-1.8337421,-0.42096484,-0.01584509
Bangla_Modern_89,Bangla,Modern,0,1,-1.0018492,0.014228232,-2.0974226,1.2813553,-0.27879313,1.2045003,1.9030312,-2.8745196
